epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
224,110732,1.13982,4.40997,0.35481,0.88562,1.11475,0.85316,0.77503,0.8676,0.61098,0.78138,0.63359,0.65951,0.34698,1.02881,3.57914,0.33571,0.72111,1.02224,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,111223,1.13858,4.42382,0.35587,0.88537,1.11325,0.85266,0.77566,0.8677,0.61115,0.78598,0.63004,0.65935,0.34746,1.0282,3.57759,0.33557,0.72158,1.02165,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,111714,1.13773,4.41777,0.35439,0.88612,1.11539,0.85503,0.77298,0.86797,0.61157,0.78313,0.62972,0.65833,0.34766,1.02796,3.57603,0.33549,0.72125,1.02171,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,112204,1.13908,4.42261,0.35395,0.88394,1.1142,0.85657,0.77251,0.86819,0.61121,0.78352,0.63161,0.65959,0.34765,1.02741,3.57445,0.33545,0.72065,1.02129,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,112693,1.1361,4.40676,0.35457,0.88329,1.11381,0.85591,0.7711,0.8683,0.61125,0.78531,0.63051,0.6598,0.34759,1.02699,3.57199,0.33532,0.72002,1.02123,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,113183,1.13701,4.40936,0.35454,0.88278,1.11391,0.85821,0.77031,0.86864,0.61132,0.78454,0.62988,0.65961,0.34845,1.02682,3.5704,0.3352,0.71993,1.0212,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,113670,1.13523,4.39447,0.35398,0.88062,1.11259,0.85836,0.77188,0.86885,0.61158,0.78287,0.63161,0.65993,0.34844,1.02653,3.57001,0.33517,0.71992,1.02104,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,114158,1.13371,4.38971,0.35433,0.88226,1.11246,0.85878,0.77267,0.86899,0.61154,0.78478,0.63224,0.66073,0.3489,1.02625,3.56608,0.33504,0.72014,1.02074,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,114657,1.13313,4.38571,0.35402,0.87885,1.11158,0.85825,0.77267,0.86831,0.61143,0.78672,0.62925,0.65985,0.3484,1.02591,3.56435,0.33488,0.72004,1.02038,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,115145,1.1335,4.38189,0.3535,0.8798,1.11291,0.85844,0.77236,0.86873,0.61188,0.78789,0.62831,0.65973,0.34885,1.0256,3.56203,0.33463,0.71965,1.02029,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,115635,1.1311,4.38381,0.35272,0.87637,1.11087,0.85746,0.77283,0.8689,0.6119,0.78974,0.62796,0.66088,0.34909,1.02542,3.55967,0.33452,0.71944,1.02008,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,116124,1.13102,4.36422,0.35289,0.87472,1.11181,0.85615,0.77456,0.8689,0.61238,0.79214,0.62799,0.66001,0.34903,1.02499,3.55828,0.33436,0.71917,1.01984,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,116612,1.13295,4.35909,0.35234,0.87749,1.1114,0.8533,0.77563,0.86898,0.61299,0.79186,0.6289,0.66015,0.34926,1.02424,3.55631,0.33425,0.71824,1.0194,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,117102,1.13183,4.36,0.35184,0.87517,1.1105,0.85861,0.77283,0.86933,0.61337,0.79265,0.63051,0.66214,0.35013,1.02371,3.5541,0.33406,0.71797,1.01902,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,117590,1.12798,4.35527,0.352,0.87343,1.11006,0.85783,0.77267,0.8694,0.61364,0.78955,0.62963,0.66067,0.35023,1.02327,3.55249,0.33392,0.71763,1.01872,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,118079,1.12638,4.34887,0.35176,0.8747,1.11025,0.85805,0.77314,0.86999,0.61375,0.78843,0.62878,0.65978,0.35017,1.02257,3.55145,0.33373,0.71792,1.01836,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,118565,1.12876,4.35158,0.35211,0.87311,1.10964,0.857,0.77361,0.8697,0.61349,0.79118,0.62846,0.66074,0.34998,1.02193,3.55151,0.33358,0.71722,1.018,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,119053,1.12549,4.3455,0.35171,0.87033,1.10824,0.8597,0.7711,0.86997,0.61345,0.79313,0.62862,0.66216,0.34983,1.02136,3.54905,0.33347,0.71701,1.01751,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,119541,1.12629,4.33003,0.35081,0.87112,1.1084,0.85893,0.7722,0.86949,0.61331,0.79403,0.62768,0.66188,0.35012,1.02059,3.54922,0.33331,0.7167,1.01716,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,120029,1.12433,4.33609,0.35143,0.8681,1.10751,0.85366,0.77645,0.86989,0.6147,0.79563,0.6272,0.66254,0.35047,1.0204,3.54789,0.33323,0.71575,1.01698,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,120517,1.12253,4.32141,0.35078,0.86705,1.10701,0.85532,0.77528,0.87015,0.61414,0.79156,0.62783,0.66117,0.35051,1.02001,3.54628,0.33311,0.71549,1.01674,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,121004,1.12565,4.32901,0.35126,0.87044,1.10783,0.85545,0.77425,0.86985,0.6145,0.78954,0.62878,0.66165,0.35096,1.01989,3.54269,0.33296,0.71517,1.01676,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,121491,1.12081,4.32431,0.35054,0.86781,1.10724,0.85337,0.77512,0.86993,0.61447,0.79341,0.62783,0.66166,0.35102,1.0194,3.54128,0.33279,0.7146,1.01634,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,121981,1.12154,4.30712,0.35022,0.86511,1.10662,0.85232,0.77684,0.86944,0.61441,0.79153,0.62823,0.66205,0.35148,1.01903,3.5411,0.33259,0.71464,1.01608,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,122468,1.12124,4.30703,0.34972,0.86598,1.10649,0.85168,0.77833,0.86988,0.61481,0.7804,0.6346,0.66186,0.35189,1.01896,3.53952,0.33244,0.71479,1.01601,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,122955,1.11948,4.29965,0.34918,0.86435,1.10562,0.8548,0.77576,0.87024,0.61463,0.78558,0.63366,0.66301,0.35135,1.01805,3.53875,0.33236,0.71462,1.01548,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,123444,1.1187,4.29556,0.34905,0.8622,1.1052,0.85818,0.77352,0.87026,0.61451,0.78515,0.63413,0.66352,0.35178,1.01758,3.53852,0.33231,0.71464,1.01528,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,123933,1.11867,4.28835,0.34914,0.86095,1.10466,0.8558,0.77551,0.87052,0.61485,0.78919,0.63236,0.66464,0.35162,1.01764,3.53838,0.33216,0.71446,1.01524,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,124423,1.11845,4.29337,0.3486,0.861,1.10422,0.85619,0.77613,0.87065,0.61525,0.7826,0.63523,0.6638,0.35172,1.01727,3.53784,0.3319,0.7141,1.0149,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,124912,1.11667,4.28416,0.34843,0.86159,1.10287,0.85661,0.77589,0.87056,0.61498,0.78054,0.63539,0.66368,0.35168,1.01719,3.53658,0.33177,0.7141,1.01482,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,125401,1.11495,4.26369,0.34812,0.85702,1.10233,0.85564,0.77446,0.87075,0.61524,0.78048,0.63528,0.66308,0.35165,1.01787,3.53456,0.33162,0.71371,1.01487,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,125890,1.11469,4.26537,0.34776,0.85723,1.10306,0.85669,0.77451,0.87079,0.61531,0.78153,0.63712,0.66437,0.35206,1.01775,3.5342,0.33134,0.71359,1.01489,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,126379,1.11308,4.26625,0.34788,0.8587,1.10175,0.85775,0.77556,0.87096,0.61567,0.77857,0.63712,0.66365,0.35242,1.01698,3.53392,0.33125,0.71273,1.01469,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,126869,1.11051,4.27085,0.3474,0.85757,1.10109,0.85761,0.77566,0.87104,0.61584,0.77874,0.64011,0.66432,0.35305,1.01637,3.53322,0.33106,0.71272,1.01437,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,127358,1.11256,4.25011,0.34624,0.8563,1.10236,0.85866,0.77503,0.87116,0.61563,0.77921,0.63895,0.66405,0.35242,1.01593,3.53141,0.33076,0.71271,1.01421,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,127863,1.11149,4.25832,0.34732,0.85408,1.10016,0.85868,0.77424,0.87082,0.61555,0.77962,0.63879,0.66519,0.35263,1.01508,3.53045,0.33066,0.71195,1.01373,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,128348,1.10925,4.23808,0.34657,0.8532,1.10052,0.86074,0.77377,0.87114,0.61567,0.78236,0.63893,0.667,0.35291,1.01445,3.52834,0.33065,0.71166,1.01354,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,128835,1.10704,4.23232,0.34586,0.85007,1.09833,0.86145,0.77346,0.87116,0.61535,0.78139,0.64093,0.66704,0.35308,1.01417,3.52576,0.3305,0.71119,1.01318,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,129322,1.10718,4.22468,0.34608,0.84674,1.09829,0.86175,0.77346,0.87112,0.61521,0.78081,0.63665,0.66594,0.35337,1.01429,3.52243,0.33032,0.71087,1.01295,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,129807,1.10597,4.21578,0.34548,0.84776,1.09896,0.86254,0.77204,0.87089,0.61547,0.78286,0.63649,0.66666,0.35334,1.01421,3.52145,0.33017,0.71083,1.01277,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,130295,1.10307,4.20483,0.34505,0.84633,1.09828,0.86134,0.77157,0.8711,0.61582,0.7821,0.63759,0.66736,0.35365,1.01393,3.51924,0.32999,0.71105,1.01259,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,130780,1.10143,4.2012,0.3446,0.84368,1.09691,0.86281,0.77157,0.87139,0.61609,0.78697,0.63913,0.66976,0.35411,1.01374,3.51882,0.32985,0.71052,1.01221,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,131275,1.10213,4.20501,0.3448,0.84517,1.09623,0.86302,0.77173,0.87178,0.61633,0.78354,0.64051,0.6681,0.35431,1.0139,3.51722,0.32966,0.71051,1.01224,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,131765,1.10287,4.20416,0.34425,0.84487,1.09581,0.86402,0.77123,0.87166,0.61693,0.78451,0.64011,0.66934,0.3544,1.01383,3.51497,0.32957,0.71042,1.01217,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,132251,1.10183,4.19152,0.34401,0.84202,1.09587,0.86292,0.77298,0.87103,0.61685,0.78153,0.63977,0.66859,0.35412,1.01385,3.51333,0.32943,0.71014,1.01225,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,132739,1.1013,4.19233,0.34441,0.84356,1.09612,0.8645,0.7744,0.87147,0.6168,0.78078,0.63964,0.66765,0.3539,1.01359,3.51335,0.32924,0.71022,1.01188,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,133227,1.09874,4.17806,0.34361,0.83951,1.09497,0.86385,0.77456,0.87149,0.61692,0.78193,0.63845,0.66704,0.35475,1.01309,3.51261,0.32903,0.71017,1.01162,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,133717,1.09583,4.1542,0.34273,0.83712,1.09591,0.86294,0.77614,0.87193,0.61695,0.78467,0.63838,0.66821,0.35482,1.01272,3.51193,0.32888,0.70973,1.01142,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,134203,1.09554,4.15736,0.34235,0.83764,1.0939,0.8648,0.77336,0.87199,0.61703,0.78539,0.63722,0.66737,0.35537,1.01283,3.51188,0.3287,0.70976,1.0114,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,134692,1.09479,4.16089,0.34258,0.83649,1.09284,0.86562,0.77375,0.8719,0.61677,0.78529,0.63775,0.66766,0.35514,1.01288,3.51076,0.32852,0.70946,1.01142,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,135182,1.09338,4.15579,0.34239,0.83797,1.09321,0.86015,0.77852,0.87195,0.61694,0.78651,0.638,0.66826,0.35597,1.01225,3.50912,0.32833,0.70925,1.01097,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,135667,1.09114,4.13864,0.34089,0.8318,1.09173,0.85672,0.7807,0.87191,0.61692,0.7865,0.63795,0.66855,0.35578,1.01187,3.50817,0.32816,0.70877,1.01063,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,136157,1.09204,4.13922,0.34216,0.83137,1.09055,0.85584,0.78149,0.87176,0.61719,0.78355,0.6377,0.6671,0.35615,1.01145,3.50576,0.32793,0.70798,1.01039,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,136645,1.09123,4.14234,0.34171,0.83117,1.09162,0.85512,0.78148,0.87145,0.6176,0.78299,0.63948,0.66804,0.35639,1.01103,3.5052,0.32783,0.7078,1.01012,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,137132,1.08765,4.11072,0.3402,0.82929,1.09112,0.85742,0.78013,0.87151,0.61777,0.78684,0.63982,0.66922,0.35615,1.01076,3.50408,0.32767,0.70777,1.00995,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,137628,1.08762,4.1103,0.34038,0.82978,1.0907,0.85904,0.77975,0.87237,0.61844,0.78455,0.64149,0.66947,0.35666,1.01081,3.50384,0.32765,0.70765,1.00997,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,138130,1.08833,4.12194,0.34063,0.82831,1.09049,0.85942,0.77912,0.87221,0.61804,0.78034,0.6461,0.67063,0.35683,1.01051,3.50369,0.32747,0.70753,1.0098,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,138627,1.08553,4.10039,0.33977,0.82488,1.08854,0.8618,0.77865,0.87161,0.61839,0.78184,0.64673,0.67127,0.35713,1.01005,3.50385,0.32738,0.70745,1.00946,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,139119,1.08322,4.09235,0.33945,0.82355,1.08779,0.86095,0.77885,0.87167,0.61854,0.78248,0.64675,0.67297,0.35738,1.01001,3.50234,0.32727,0.70724,1.0093,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,139621,1.0828,4.08478,0.33913,0.82279,1.08744,0.85952,0.7802,0.8725,0.6184,0.7842,0.64468,0.6718,0.35788,1.00997,3.50137,0.32701,0.70682,1.00921,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,140112,1.08261,4.08638,0.33948,0.82262,1.08791,0.85812,0.77944,0.87249,0.61815,0.7836,0.64562,0.67183,0.35792,1.01001,3.4998,0.32693,0.70666,1.0091,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,140606,1.0819,4.07847,0.33855,0.82019,1.08638,0.86114,0.77717,0.87281,0.61814,0.78482,0.64562,0.67218,0.35794,1.00994,3.49801,0.32674,0.70682,1.00901,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,141100,1.07755,4.06492,0.33854,0.8172,1.08435,0.85911,0.77818,0.87285,0.61846,0.7849,0.64499,0.67145,0.35786,1.00993,3.49797,0.32664,0.70689,1.00909,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,141591,1.08001,4.06022,0.33833,0.81649,1.0865,0.86281,0.77409,0.87274,0.6188,0.78761,0.64336,0.67122,0.35812,1.01011,3.49751,0.3265,0.70704,1.00892,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,142084,1.07742,4.04288,0.33729,0.81502,1.08515,0.86463,0.77223,0.87254,0.61868,0.78907,0.64192,0.67131,0.35813,1.00981,3.49713,0.32636,0.70721,1.00874,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,142588,1.07507,4.03627,0.33688,0.81479,1.08474,0.86616,0.77229,0.87296,0.61883,0.79364,0.63854,0.67087,0.35838,1.00994,3.49453,0.32619,0.70727,1.00859,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,143073,1.07261,4.02016,0.33665,0.81012,1.08263,0.86613,0.77314,0.87273,0.61928,0.78954,0.64011,0.66985,0.35847,1.00965,3.49165,0.32608,0.7075,1.00816,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,143587,1.00364,3.44054,0.32736,0.7099,1.03343,0.85955,0.77755,0.87274,0.61913,0.78547,0.63923,0.66785,0.35826,1.00899,3.49075,0.32588,0.70728,1.00758,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,144061,0.99558,3.41102,0.32568,0.69899,1.02997,0.86254,0.77746,0.87271,0.61951,0.78643,0.64263,0.6698,0.35857,1.00872,3.49132,0.32562,0.70704,1.00722,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,144527,0.9937,3.38791,0.32434,0.69465,1.02865,0.8575,0.78117,0.87324,0.61993,0.78659,0.64499,0.67196,0.35933,1.00858,3.48823,0.32526,0.70621,1.00711,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,144992,0.98933,3.37088,0.32394,0.6901,1.02737,0.85939,0.78054,0.87363,0.62002,0.7919,0.64011,0.67204,0.35892,1.00816,3.48766,0.325,0.70552,1.00694,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,145468,0.98681,3.35395,0.32312,0.68898,1.02526,0.86029,0.77849,0.8738,0.6199,0.79101,0.64216,0.67247,0.35884,1.00805,3.48601,0.32471,0.70496,1.00666,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,145948,0.9844,3.33735,0.3224,0.68627,1.02573,0.85864,0.78164,0.87402,0.61979,0.79262,0.63843,0.67077,0.35863,1.00775,3.48421,0.32442,0.70415,1.00658,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,146531,0.98193,3.32051,0.32203,0.68246,1.02264,0.85887,0.78164,0.87443,0.61988,0.79272,0.63701,0.67116,0.35892,1.00749,3.48291,0.32422,0.70355,1.00625,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,147017,0.9803,3.30913,0.32148,0.682,1.02381,0.85993,0.78193,0.87426,0.62034,0.79431,0.63571,0.67185,0.35886,1.00794,3.48179,0.32407,0.70305,1.00647,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,147492,0.97835,3.30404,0.32085,0.67797,1.02325,0.85913,0.78158,0.87466,0.62038,0.79432,0.63634,0.67191,0.3588,1.00818,3.48121,0.32376,0.70241,1.00669,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,147975,0.97546,3.28583,0.32063,0.676,1.0224,0.85584,0.78511,0.87508,0.62084,0.79134,0.63681,0.66986,0.35844,1.00815,3.48079,0.32359,0.70227,1.00674,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
